C_CI	HH_0	H_CI	H_EN	H_EWG	H_HH	H_IWG	H_PH	H_PTC	H_ci	H_en	H_hh	H_ptc	H_wg	PTC_0	alpha_CIwg	alpha_WGwg	kappa_Bci	kappa_CIptc	kappa_CIwg	kappa_CNen	kappa_CNhh	kappa_CNptc	kappa_CNwg	kappa_ENci	kappa_ENhh	kappa_PTCCI	kappa_PTCHH	kappa_WGen	kappa_WGwg	nu_Bci	nu_CIptc	nu_CIwg	nu_CNen	nu_CNhh	nu_CNptc	nu_CNwg	nu_ENci	nu_ENhh	nu_PTCCI	nu_WGen	nu_WGwg	r_EndoWG	r_ExoWG	r_LMxferHH	r_LMxferPTC	r_LMxferWG	r_MxferWG	class
0.00593537	2.06917	47.8923	66.7748	78.6832	35.0975	19.8796	98.8899	36.0082	62.5339	87.3831	67.7642	9.81786	41.3625	517.55	2.36521	3.28981	0.0121639	0.063024	0.0458942	0.00112923	0.0417047	0.233892	0.904684	0.00130774	0.463772	0.00677348	0.0174351	0.0295229	0.0163208	7.23854	4.4325	3.31306	6.50392	9.25227	5.8619	9.31144	8.45195	8.98265	7.06674	5.0721	7.05281	0.0144763	0.00511134	0.109883	0.00844568	0.0251947	0.0853929	1
0.0190479	40.4196	91.5024	61.2295	26.2917	31.2802	11.8243	47.8111	45.4295	69.0432	21.5619	26.4984	43.4807	34.9569	408.025	3.45845	7.05258	0.995879	0.00315269	0.0383687	0.00118846	0.00458975	0.120534	0.634862	0.00147745	0.00172154	0.236109	0.0035319	0.0436509	0.00878583	9.15129	1.23687	1.49343	5.48199	2.86542	1.12116	6.73863	1.20558	5.86159	3.32034	1.27743	9.14193	0.426753	0.00955675	0.0957804	0.0204283	0.354999	0.00689361	1
0.42335	1.85756	38.5276	21.8167	95.429	83.4077	61.6043	35.9203	34.048	35.3107	62.5885	43.8404	99.0057	69.7467	7.96512	4.38334	5.83734	0.0175899	0.00324863	0.934829	0.42293	0.594123	0.178208	0.0431124	0.116981	0.559205	0.141061	0.00119973	0.00490947	0.0620539	5.48472	2.57031	9.79575	7.82254	9.70459	1.76373	6.82563	2.92723	6.02833	9.1446	5.45202	6.27124	0.00589486	0.0661802	0.113274	0.62812	0.0113945	0.00492381	1
0.0738017	352.945	98.1551	60.321	56.5891	32.8043	85.9823	88.3623	54.2645	56.5072	39.4318	96.9695	83.0885	39.5271	7.84378	3.01291	1.79784	0.0312663	0.00243048	0.444389	0.0119259	0.076301	0.952576	0.00451664	0.307306	0.00859042	0.297256	0.0211977	0.026558	0.16585	8.99953	2.25235	3.38516	2.00971	9.20051	8.73813	3.84642	1.05468	2.78672	5.10881	7.71506	9.17998	0.0012378	0.105212	0.00259775	0.00110215	0.00956524	0.00101332	1
0.026261	2.9005	61.4083	62.644	64.2027	81.7466	87.8784	34.1585	35.4007	75.3184	54.1401	69.0835	80.5945	21.7471	2.01392	1.654	1.90322	0.684981	0.00800326	0.0018433	0.0867733	0.342259	0.11824	0.850499	0.0597486	0.00851621	0.044474	0.00679551	0.0456464	0.412836	9.41725	1.39281	7.74928	6.56508	3.65663	2.2672	4.40832	5.40639	8.90929	7.69474	6.46663	8.15623	0.00370803	0.803297	0.00107604	0.00735672	0.024362	0.01524	1
0.625645	190.292	7.31772	75.8133	73.2854	43.0675	99.1367	18.6189	55.6771	42.4956	74.7168	81.4596	93.1665	85.9851	5.1349	7.50846	3.16876	0.343595	0.0371444	0.0522093	0.00268709	0.00907301	0.4717	0.0033125	0.330463	0.00101395	0.0199365	0.0129362	0.0412933	0.00662503	7.55399	8.91076	2.26868	3.0434	1.62306	8.61902	4.21309	5.47561	2.24098	3.51562	8.48879	7.80356	0.633325	0.502532	0.627926	0.00247802	0.251684	0.003328	1
0.0968794	38.0118	73.5155	29.2657	17.9802	76.6637	73.7578	78.4395	49.7311	25.0873	88.9368	21.3548	21.8013	68.9622	21.1199	7.6114	8.7165	0.0116802	0.00348709	0.238033	0.00219005	0.0217663	0.934144	0.00692303	0.0252335	0.261043	0.0109441	0.0799172	0.180089	0.00776003	7.00108	9.33769	7.48344	8.87624	4.37621	5.46655	4.86974	7.39006	1.88429	1.94068	2.93499	7.66153	0.0190458	0.00860262	0.390303	0.560501	0.0511704	0.805636	1
0.0014687	54.2302	46.5714	81.289	70.5212	96.4701	44.2487	83.2721	84.4305	86.9758	86.2817	74.5464	31.7019	52.1285	177.664	6.20145	3.40865	0.00674154	0.0353265	0.411612	0.0348116	0.171966	0.117782	0.00323414	0.00970674	0.195227	0.465092	0.0295375	0.0587649	0.321888	2.90135	4.6545	3.46354	9.59974	5.59784	1.07808	4.13168	2.79207	8.04898	6.69026	5.82448	8.40841	0.853376	0.408164	0.00908179	0.599414	0.485488	0.00136888	1
0.00148047	50.6313	29.8886	57.1519	54.1398	67.7528	82.4006	54.6874	17.3801	79.0872	41.6633	80.4287	33.196	68.5243	72.5668	3.6907	3.9039	0.00849552	0.164688	0.0546551	0.00315714	0.235689	0.0218719	0.00904029	0.00106339	0.667681	0.0388828	0.012699	0.0156376	0.0168718	7.75538	3.69902	5.88344	6.7057	9.18704	4.01665	6.99576	2.83532	7.48448	5.4258	1.95548	1.46272	0.0154351	0.288104	0.00536915	0.00672422	0.00412117	0.185668	1
0.0389504	1.72699	31.1068	5.50457	29.1804	79.4466	26.4042	70.9649	12.1342	53.4579	89.6524	17.2155	74.4224	20.8387	151.281	3.07875	1.10216	0.00624377	0.00594647	0.0911588	0.00361029	0.491647	0.1022	0.945829	0.0153371	0.150005	0.00985288	0.171846	0.0265	0.198881	2.43749	4.87153	9.31631	1.22969	8.66573	1.48967	2.25067	8.92952	8.52116	7.88208	1.10712	9.57438	0.0209002	0.495598	0.60276	0.0692948	0.724937	0.155364	1
0.00226536	219.415	79.676	6.28629	18.1272	35.7623	26.8408	23.0444	91.2935	71.3892	18.1206	80.113	39.5662	28.2266	2.0585	6.23513	6.84446	0.250802	0.0212026	0.00760749	0.00422701	0.00177857	0.0525161	0.00174788	0.0957062	0.220564	0.533958	0.155335	0.00107138	0.138894	6.94081	8.54119	9.47714	3.62886	3.63532	9.26692	9.04317	5.848	8.98065	1.11881	8.07553	4.57781	0.196916	0.2332	0.0389406	0.00143708	0.00539515	0.21534	1
0.0425395	221.711	20.2072	34.5618	80.21	10.2172	38.3303	72.6108	97.6783	59.543	87.9528	20.3947	96.0076	94.4065	4.91152	2.03693	1.2516	0.0406933	0.0577976	0.801279	0.0087392	0.0092885	0.0400185	0.492074	0.749091	0.00669517	0.180271	0.235894	0.00838558	0.0273253	3.00218	1.6558	8.23985	7.39226	9.37803	3.74102	2.5873	8.18325	9.80639	2.21117	6.71605	8.78191	0.00418414	0.0270111	0.00212025	0.11728	0.00806898	0.00857851	1
0.023441	26.6051	53.3648	75.418	90.0168	89.6463	92.2284	81.166	71.2223	88.0972	95.4152	21.8708	35.9561	64.4966	791.802	6.19077	1.71383	0.00100185	0.00267063	0.00106375	0.0377561	0.0022242	0.473766	0.00217248	0.116961	0.0912329	0.318517	0.0661081	0.0270177	0.0139405	1.73502	4.16811	9.26767	8.64076	4.51402	4.72001	7.39546	4.87316	2.35961	6.5824	7.80296	6.92956	0.00435921	0.00240044	0.0367845	0.186138	0.873642	0.00944788	1
0.24278	4.93414	48.9268	31.6897	37.1089	23.9095	60.8143	7.4851	14.7339	12.955	40.7698	65.1418	57.9721	13.1257	1.10111	6.13286	3.70301	0.0385887	0.00532597	0.0149753	0.17717	0.0109312	0.0176444	0.116988	0.00660213	0.00210142	0.0023241	0.00211906	0.00427693	0.224605	7.35594	1.82018	8.4759	5.22441	8.7676	2.34591	7.22584	7.43739	5.73769	8.47716	9.4421	3.71974	0.00152882	0.0230399	0.106522	0.00835968	0.00314206	0.954202	1
0.00564392	1.54298	38.8881	91.5442	79.118	39.5711	81.9467	54.6643	53.7826	34.617	6.52995	45.0418	9.8026	68.6307	49.4595	1.55662	2.38098	0.0114593	0.519538	0.168148	0.0588908	0.0909044	0.0647849	0.0265836	0.0593731	0.221886	0.0910983	0.00230432	0.0801016	0.00100616	8.46257	3.69036	5.27991	8.12232	3.2595	1.63312	8.64514	5.08161	3.27174	6.15257	8.17581	5.11432	0.00204847	0.379056	0.00207568	0.00749071	0.0227077	0.018425	1
0.0382076	97.5618	16.0392	55.1335	48.5212	94.0412	16.0365	97.9258	27.376	36.7875	74.4758	14.3148	60.3708	44.6211	284.086	3.14558	3.66346	0.0252077	0.00115504	0.229239	0.0134333	0.802445	0.25185	0.02389	0.0939108	0.318944	0.00131786	0.943267	0.00201594	0.00138932	4.64783	5.35061	4.76122	8.9578	8.71847	2.19318	3.22858	6.88684	8.94541	2.75628	1.66924	5.48269	0.00206899	0.0285292	0.206539	0.00649104	0.00515381	0.123618	1
0.0012196	864.879	74.8757	49.9445	6.32519	74.596	7.576	80.0569	79.8397	82.3193	85.7888	28.2454	26.5281	80.7355	438.908	9.20147	2.05813	0.149139	0.0169046	0.125423	0.0238951	0.00949176	0.0564464	0.44776	0.0482744	0.0755012	0.00414903	0.0983692	0.0513578	0.00265591	5.65776	6.56915	5.81034	5.95228	8.2881	3.26328	1.89065	2.20667	9.42226	3.83199	8.65509	9.7951	0.499885	0.193104	0.787273	0.00127759	0.00123809	0.0101364	1
0.181756	1.49371	68.0306	98.1049	95.641	94.4202	27.1794	64.6641	93.2763	62.8352	86.8886	6.31366	74.6347	51.8288	1.8158	5.62052	3.05434	0.00367595	0.123168	0.15162	0.57813	0.00153366	0.171031	0.191319	0.0146442	0.00664379	0.00362209	0.00115461	0.27443	0.0191983	7.55764	8.47818	3.89807	3.74539	1.06145	5.09707	4.45774	6.43412	2.76822	1.081	8.44735	5.58951	0.00100051	0.815019	0.56056	0.0216187	0.780008	0.0174632	1
0.44295	2.09917	73.8778	73.9781	13.9653	87.7847	91.5596	72.1517	93.8048	72.2084	46.0921	52.4594	56.9495	51.5562	3.2037	2.65279	1.12517	0.497659	0.00363159	0.00228869	0.530294	0.00733665	0.0374101	0.102495	0.0053768	0.00479725	0.00321807	0.655817	0.190901	0.225629	5.71093	5.76854	2.63552	1.13661	3.65326	5.29063	8.18059	5.62786	7.22675	9.56484	6.69847	9.88826	0.00287207	0.00699609	0.0922875	0.126409	0.00695509	0.976383	1
0.00140541	487.715	83.2241	44.1783	14.2388	32.614	84.022	76.4971	76.2765	16.2737	47.6086	29.8184	58.3084	77.7168	5.07276	2.25855	1.03601	0.024616	0.0131228	0.541794	0.00316368	0.00334549	0.149966	0.98236	0.00419717	0.0230356	0.0161917	0.548133	0.00651127	0.00296327	8.31132	4.74885	8.61852	7.4639	3.68495	5.98894	4.64819	7.42394	8.2582	9.97338	7.18919	6.8575	0.268334	0.0145698	0.125485	0.00444881	0.00113353	0.00120477	1
0.00963493	4.35478	16.7313	66.162	97.651	95.745	59.0917	93.0621	49.3136	69.9786	73.0252	34.8631	76.7623	50.6912	2.19442	6.76266	1.63145	0.00147763	0.0304247	0.00463179	0.0104319	0.329081	0.00965638	0.11237	0.00129648	0.0155829	0.00231387	0.0421188	0.13243	0.00340405	9.95033	1.36359	9.41489	8.31106	6.89451	3.2943	4.23106	4.01221	6.83153	7.09625	7.39506	7.36189	0.114132	0.0745421	0.00110062	0.0906568	0.0630832	0.0813074	1
0.393479	4.18329	37.0826	44.2848	38.6091	97.8845	13.2776	61.0323	89.1022	95.8968	83.8963	95.6719	40.3274	55.6533	4.00451	7.22753	5.38826	0.0130818	0.00108212	0.00534816	0.00936563	0.0137337	0.310606	0.00150251	0.012215	0.0705364	0.10214	0.665418	0.00104815	0.151249	1.69105	8.38887	9.85046	1.86584	6.03607	2.44588	3.21474	1.1803	2.94709	3.77065	8.17579	5.06809	0.00485515	0.00167149	0.0254576	0.00116749	0.0622252	0.799656	1
0.101186	8.69329	11.6207	36.438	57.3613	44.2192	58.3991	54.4596	99.7097	89.5841	62.0162	18.2246	75.0514	59.4628	2.46063	4.90355	1.14743	0.345612	0.913151	0.295569	0.0180106	0.0434928	0.525979	0.603866	0.139706	0.35741	0.00571193	0.00125471	0.00873431	0.0310219	9.57559	6.92129	8.82892	4.89623	8.08192	7.59252	8.68226	8.95666	6.54309	6.60989	2.1479	3.16098	0.00249748	0.0033699	0.00355401	0.604217	0.0363852	0.00198113	1
0.707458	423.304	24.3704	86.9031	87.9255	21.8526	6.93775	10.5792	30.5126	53.1472	25.2283	96.4966	84.3239	93.4707	7.809	3.36393	1.82455	0.101058	0.567603	0.0129743	0.0120352	0.0769057	0.164202	0.00354905	0.00393896	0.00250778	0.397313	0.0129392	0.0233483	0.0310699	6.28301	1.62793	7.85787	6.23503	5.68325	9.80963	8.24109	3.40293	1.27636	1.55172	3.82713	5.69699	0.00123444	0.0432041	0.0335022	0.131196	0.353362	0.0134154	1
0.00134064	53.3219	52.0461	75.9167	28.5809	35.8509	52.9648	73.5675	13.5143	44.2963	63.4787	18.0999	26.0386	86.8409	1.64705	8.31436	6.57954	0.0124179	0.0453633	0.0157094	0.00215096	0.0388997	0.0274426	0.803255	0.00970665	0.0348252	0.00716175	0.00602377	0.344005	0.00137758	9.77087	7.93411	8.86428	2.68066	6.71931	2.64532	9.44199	8.59064	3.80637	1.45783	8.46125	1.13503	0.127103	0.00665261	0.0169779	0.0298844	0.00133032	0.00424287	1
0.014695	1.27851	16.4048	73.2541	80.5056	33.3046	30.007	21.3147	56.1454	85.3332	53.8529	35.4588	62.5422	5.47088	1.68638	2.57756	1.10427	0.0701699	0.342647	0.00106843	0.00105635	0.00592737	0.160838	0.0426352	0.0250011	0.00262074	0.00130731	0.00193802	0.00221501	0.00310239	1.78135	5.24136	5.8235	8.46561	9.57886	5.17943	1.63583	9.29356	8.48599	3.72427	6.18673	5.06201	0.0476556	0.104964	0.0342893	0.0603591	0.0353243	0.117408	1
0.00856878	13.5832	23.8246	79.0215	29.7246	86.4647	90.0108	22.404	26.0973	83.347	83.3162	14.546	63.3838	76.8052	32.0406	9.32917	1.84972	0.814399	0.276774	0.0572543	0.0109323	0.00764324	0.406287	0.0498279	0.0666066	0.569284	0.00152862	0.0534557	0.0412187	0.0095926	7.48795	3.22414	3.14476	8.77511	6.57862	8.5208	2.35491	7.73212	8.81598	6.01186	6.78779	9.99801	0.0164396	0.00122352	0.00135869	0.0426692	0.00245627	0.0850599	1
0.0256795	72.7531	47.8605	10.3013	84.0315	15.2691	92.0198	75.5981	96.3993	93.4444	36.4467	96.6192	92.4775	67.2769	96.519	4.29799	7.40176	0.00789568	0.0394559	0.00223169	0.0448322	0.214697	0.845113	0.457087	0.0533255	0.0473178	0.0026684	0.567422	0.150541	0.685069	6.7122	5.09891	9.55138	1.80685	5.96459	3.62083	2.13302	7.34903	1.10185	1.36034	3.17803	1.93245	0.0227584	0.0236384	0.00117146	0.941342	0.00178289	0.175384	1
0.0018107	1.3312	69.4051	30.0423	57.6306	64.3265	15.5894	13.9075	86.554	57.9386	62.4649	13.2442	11.7361	13.9634	273.918	6.51574	8.26401	0.736474	0.44291	0.00608875	0.0139839	0.0496284	0.0684355	0.0120377	0.0224865	0.0118832	0.220459	0.0333157	0.030797	0.00465678	1.55723	7.23228	8.2884	8.209	5.23976	5.27624	9.58148	7.25126	2.06734	8.7036	2.53667	1.32363	0.084309	0.037405	0.0132186	0.0156703	0.0918141	0.437455	1
0.74374	23.1926	39.8051	53.4814	10.5728	41.9596	93.2356	61.5897	65.4869	12.0246	87.1386	33.5153	88.7378	25.8878	6.09934	2.24278	2.21971	0.467849	0.00237227	0.20719	0.0379297	0.0117726	0.692886	0.062404	0.133911	0.0147553	0.00184727	0.0239702	0.377917	0.0046409	3.17608	6.11031	7.90209	9.08666	8.5694	7.95935	3.57199	3.17449	6.80674	4.12548	3.75471	6.4469	0.278473	0.0442791	0.106228	0.215959	0.00111045	0.0107397	1
0.0711847	1.7575	63.2817	10.9521	69.5242	73.4955	14.2164	57.4015	8.30925	57.9279	37.7746	5.90434	38.482	51.0746	1.06303	6.38539	1.86741	0.0100237	0.00925932	0.0443716	0.0421447	0.00422568	0.675238	0.0209879	0.0570314	0.673927	0.0622102	0.00120329	0.156131	0.0157427	6.72129	4.63682	1.81907	3.60904	8.08021	8.77137	1.82821	7.22364	7.82835	7.65046	8.01555	7.1239	0.390902	0.0336631	0.0018783	0.241961	0.00172149	0.798791	1
0.0424916	63.624	43.4307	72.2734	70.2914	94.2255	40.3764	51.7824	35.2939	18.1006	69.3273	56.3985	89.8549	69.6579	1.05225	8.54433	1.35083	0.0133187	0.0133397	0.773871	0.0023597	0.00366836	0.0655513	0.921766	0.0297937	0.0236667	0.430238	0.00925795	0.00487542	0.0108655	6.68234	1.9533	8.18793	5.99175	4.32393	3.57767	3.54658	9.99651	5.46426	8.28064	2.36026	5.74923	0.0039449	0.0346059	0.460689	0.064036	0.664475	0.0494979	1
0.895297	18.4245	66.0973	93.7952	16.7717	23.1006	14.7278	33.6546	31.0922	21.292	57.0654	43.544	19.4007	64.0886	201.322	3.09663	6.33251	0.00150164	0.00773543	0.0844527	0.0123056	0.208424	0.0563313	0.00191042	0.00804335	0.227671	0.427035	0.0107338	0.00346415	0.0667881	5.5984	5.30613	1.37513	2.66949	2.45939	8.86816	6.40255	3.20515	4.82455	1.2621	8.47561	5.8551	0.00205674	0.317435	0.0205591	0.00275086	0.00174077	0.175985	1
0.00649539	630.827	69.2067	93.2332	88.1792	74.6323	99.3572	7.74951	82.1653	83.9616	60.7183	40.4934	20.0558	77.9343	150.685	3.01325	1.4927	0.170659	0.105135	0.0202613	0.0012297	0.110429	0.155861	0.690521	0.00428218	0.45705	0.0109592	0.211297	0.514373	0.00354831	3.42732	4.52201	7.86634	6.2232	7.11765	2.02928	3.49444	9.94915	1.90771	9.00443	6.59752	1.07703	0.333063	0.240456	0.395094	0.603954	0.143794	0.13948	1
0.0866773	38.9585	71.5759	86.6222	50.7936	40.2787	66.0669	15.5389	20.16	8.88104	34.6615	75.3626	41.2199	63.4234	9.77385	2.27894	4.25299	0.841749	0.147838	0.0350535	0.0119438	0.00920723	0.174308	0.437364	0.00791455	0.00954755	0.455205	0.474022	0.52373	0.0551519	3.00509	3.13947	1.42311	7.98331	9.44165	1.48471	2.48749	2.35217	9.94353	4.53772	8.48323	5.12527	0.0232694	0.00829797	0.00395015	0.00405358	0.010414	0.00151232	1
0.150543	3.93388	25.5812	95.6456	87.3927	76.4675	57.5157	27.9378	86.4397	95.4069	13.6281	26.5668	15.7215	98.2709	110.865	1.29573	7.24416	0.398245	0.25324	0.20201	0.0703026	0.369176	0.669996	0.481183	0.0170404	0.249477	0.21471	0.00390593	0.00380005	0.167245	4.17839	3.58866	2.88746	7.0606	4.85905	5.83148	9.90196	6.23443	2.85769	9.47964	7.69529	9.77679	0.00408259	0.279398	0.251678	0.301034	0.614646	0.00641597	1
0.0079926	3.38838	99.3461	35.8889	37.1737	71.6715	50.5743	35.6753	51.5644	37.8987	19.1422	62.9044	41.8162	58.8925	2.39249	2.13326	4.06481	0.133261	0.00425276	0.0139035	0.0586172	0.00321839	0.312022	0.247947	0.0142114	0.117998	0.00148454	0.0042363	0.466658	0.125088	1.64983	8.15974	9.16037	9.34755	8.5462	2.84735	9.65678	8.18859	3.56444	2.06736	8.87704	5.71498	0.0478732	0.00362598	0.102433	0.119661	0.0600407	0.129524	1
0.00328837	28.1963	51.3945	73.5231	42.0615	94.1413	9.89061	55.8327	61.9596	8.09171	35.3557	52.2887	62.5517	86.9812	492.199	1.66186	1.53599	0.166428	0.0071638	0.111868	0.0063435	0.121577	0.295973	0.0152259	0.0172822	0.0523679	0.715084	0.00336866	0.00154897	0.00429264	2.0469	9.87136	2.61383	2.31479	7.87967	6.86104	9.70931	4.46153	1.45157	6.63269	6.24813	4.22762	0.0792656	0.00394971	0.0249451	0.0311547	0.805814	0.00255938	1
0.0020614	70.2821	63.9561	30.8657	88.8973	87.3538	16.3438	97.1899	63.7398	46.3521	33.1605	74.2274	19.7465	65.0738	420.907	2.49573	3.67777	0.17215	0.012992	0.158729	0.00767733	0.0267155	0.0605347	0.0924609	0.0832862	0.00107414	0.0736473	0.313046	0.00104395	0.02878	1.66145	5.37543	2.01391	3.80039	3.71395	9.14683	3.85532	7.338	8.49221	4.3928	8.79268	7.15602	0.389443	0.0662884	0.49888	0.12219	0.00221175	0.233462	1
0.173884	598.283	70.3867	76.6833	67.6901	80.4956	51.6275	73.1992	58.232	57.7887	37.5024	9.35812	76.2584	10.3597	5.42456	1.02491	6.9627	0.00772285	0.0225883	0.0784869	0.0280817	0.879503	0.0574596	0.00766761	0.00244217	0.0025931	0.00473439	0.0645122	0.116941	0.89748	5.19537	3.89409	5.56909	8.63002	7.32069	7.85965	4.25967	9.3171	4.44494	3.441	1.98741	1.97921	0.160956	0.0131729	0.00570722	0.14711	0.0524565	0.00140645	1
0.00360744	1.2292	73.4228	66.0361	68.716	87.4529	9.25761	77.0549	57.5748	47.419	66.2622	11.7012	39.6618	48.6018	32.907	3.97507	2.91883	0.00352657	0.0367108	0.00598553	0.0767197	0.024322	0.804415	0.238875	0.0205466	0.00127465	0.00128354	0.237162	0.0601198	0.00315835	5.8565	1.57693	2.73399	8.69131	1.14565	2.02019	1.03647	5.82582	9.52792	2.3251	4.09876	4.13173	0.0192434	0.085373	0.00193084	0.486613	0.0447315	0.297035	1
0.00641839	31.8239	6.90116	93.3012	14.0045	55.2545	20.4078	65.5748	49.6438	85.6296	70.821	67.6607	88.3448	49.1405	8.0766	1.52117	2.6113	0.0126992	0.00533109	0.228964	0.00133084	0.201177	0.00329525	0.00104157	0.142351	0.00159469	0.417768	0.00762065	0.0393596	0.00423059	7.88574	3.316	7.92959	4.08956	4.01402	5.80478	4.60031	7.98168	2.23047	2.96277	7.56753	6.04077	0.1653	0.132386	0.106505	0.00449402	0.039331	0.0122193	1
0.00269197	13.9629	95.1612	10.0977	43.2442	97.3507	15.9694	9.30829	57.0499	20.1788	16.7685	48.5967	90.8201	33.3678	745.514	9.56794	5.63699	0.615775	0.106869	0.00823558	0.00282061	0.0926684	0.777615	0.00886815	0.191824	0.0889215	0.07916	0.00237325	0.00707047	0.503354	9.08237	9.55886	1.86265	1.26561	1.94233	8.66823	9.20291	2.0247	8.48646	8.26597	9.72355	2.32889	0.115987	0.00687169	0.119848	0.114783	0.317994	0.169907	1
0.00864084	626.047	5.63628	23.3679	45.9091	17.7737	77.0434	72.4677	54.2786	24.2245	39.2821	67.0899	65.1171	28.3666	247.322	3.41807	2.51341	0.00242486	0.0149915	0.040695	0.00143934	0.00549035	0.0234119	0.00189703	0.0171341	0.00222619	0.00264142	0.00650523	0.109289	0.00811532	3.97719	1.30547	1.62049	7.56704	5.92279	7.66627	9.92591	9.32539	9.97488	3.00054	4.06136	3.17963	0.00288402	0.0301353	0.017681	0.0207144	0.753904	0.00138211	1
0.00430141	842.004	82.4925	13.4856	79.1091	14.2434	48.0069	92.2245	44.1574	43.4167	35.4562	12.4149	55.1835	58.2792	648.523	1.75308	3.88263	0.015071	0.0074544	0.00422362	0.126981	0.00144642	0.0879918	0.00382657	0.00186564	0.128313	0.0610961	0.101516	0.372241	0.00646728	6.36559	8.54613	8.49862	3.49432	3.57793	1.67677	4.45235	2.53024	3.96688	1.27625	9.01713	5.61454	0.27887	0.124938	0.0455981	0.00484007	0.00745817	0.306484	1
0.00120056	116.098	98.8444	45.3317	54.2306	58.6339	12.0357	94.9869	49.7555	37.6473	9.16614	49.6926	74.0092	67.5937	39.2903	2.5593	5.48491	0.0012562	0.0201851	0.014696	0.0199271	0.336042	0.100602	0.471156	0.0795887	0.00448236	0.0654243	0.0120983	0.888071	0.0180131	3.4904	5.17972	2.37257	9.00751	4.75691	7.34308	6.03313	8.80759	3.58943	2.33081	5.93864	9.84459	0.158006	0.517845	0.0645067	0.0374684	0.00726288	0.0545785	1
0.0110111	3.30305	88.4429	41.8066	86.7225	71.7957	34.4897	21.9006	53.9026	36.0134	89.256	30.7863	80.0396	73.2204	8.69931	2.67076	2.64646	0.0614075	0.0183735	0.033374	0.0628591	0.127071	0.119387	0.0193125	0.0754111	0.00378567	0.0207139	0.0283824	0.313643	0.0758726	1.42048	7.32732	1.54823	1.00869	9.51925	1.24657	5.76104	5.06961	4.27718	2.43135	5.03601	1.6468	0.174361	0.0406197	0.0158823	0.231902	0.0149054	0.010095	1
0.00284707	13.2645	59.1426	95.6635	92.4343	94.6533	24.0384	17.8173	11.8395	22.6537	59.2133	21.4954	34.7969	98.774	64.2214	6.21053	2.78399	0.292419	0.00774978	0.00240102	0.00577458	0.00331079	0.132822	0.00239142	0.143506	0.0812477	0.0177802	0.00267442	0.0164367	0.0514402	5.86491	7.04494	6.27576	7.13517	3.70524	3.04761	9.53903	8.03209	6.20385	8.54269	3.15537	6.98023	0.00281366	0.00142988	0.00273403	0.106217	0.0159472	0.00456387	1
0.896637	1.57036	22.8187	93.4782	81.2537	10.8262	95.335	24.9253	6.97647	45.4507	21.4665	15.831	67.7315	84.8059	248.785	5.84659	2.01281	0.601911	0.00325366	0.00360136	0.00561557	0.558696	0.155909	0.00734501	0.043328	0.00329166	0.0172525	0.699634	0.0226801	0.0302339	6.08149	7.04722	3.06774	3.4137	5.57151	3.46023	7.63621	8.88563	6.91906	9.13178	7.83024	6.28961	0.119178	0.471023	0.195259	0.00555991	0.197758	0.0151319	1
0.0171049	5.617	49.7853	90.5895	50.2917	96.2406	41.0725	81.0043	38.958	13.1555	92.6507	69.1033	86.5983	89.8164	12.7203	6.09212	3.39799	0.76385	0.0010617	0.00106713	0.00135719	0.744349	0.0228251	0.00718399	0.00217721	0.277084	0.146662	0.0366963	0.00223436	0.00427366	1.58735	1.53092	8.57185	9.88551	7.52489	2.12558	6.53165	1.92265	2.52498	4.36535	3.47826	5.99244	0.016491	0.291681	0.0027222	0.0140234	0.230991	0.0677763	1
0.259959	24.0734	18.0107	17.4662	83.3019	81.8633	53.9833	50.2371	57.9627	97.3597	44.7842	64.4225	60.9221	69.6787	4.70088	9.91523	2.94022	0.0448923	0.0036982	0.0272663	0.0960925	0.0893277	0.00626768	0.058217	0.00829357	0.00549263	0.00307192	0.00410169	0.0274753	0.00228409	9.02401	5.29134	2.52302	5.99719	2.70028	1.35632	2.30343	2.44471	2.42679	6.10948	5.99792	9.04193	0.00214702	0.0127304	0.00405591	0.440403	0.00342231	0.091368	1
0.0145983	3.59253	32.7478	19.1621	79.5119	62.0361	98.6452	56.7015	35.0764	45.1094	51.18	83.5235	68.9008	43.0297	16.8943	8.33987	7.93774	0.00128625	0.00149494	0.00446257	0.279658	0.0334309	0.833119	0.0779614	0.126167	0.0377737	0.00230934	0.00230375	0.468391	0.0189199	8.55033	4.85873	2.28926	9.97126	8.3597	6.6485	6.909	3.40957	8.20936	5.66003	6.39231	7.99654	0.006483	0.204462	0.00339535	0.00228988	0.0012043	0.00976034	1
0.180589	3.1075	43.4251	54.8393	66.9727	63.6955	19.192	54.6745	86.4683	39.2895	11.3255	12.9646	28.4911	82.3608	106.133	8.03088	2.90459	0.0020632	0.0441095	0.00839771	0.110003	0.0638473	0.254427	0.00564765	0.0408675	0.0203478	0.00213446	0.0165906	0.0215342	0.0544866	6.7483	2.77041	2.14645	7.80297	8.0116	5.99804	9.46981	7.20825	6.4082	1.79109	2.64463	5.45814	0.0115536	0.0025985	0.0529222	0.367281	0.0162875	0.00322358	1
